,Lead_Id,Name,Gender,City,University,Year_Of_Study,Program_Interested,Source,Converted
5112,LD5113,Scott Rogers,Female,Mumbai,Gujarat Technological University,4th,AI,Mass-Mailing,No
5113,LD5114,Erica Robinson,Female,Hyderabad,Gujarat Technological University,4th,Autocad,LinkedIn,No
5114,LD5115,Mark Kennedy,Female,Mumbai,IIT,1st,Autocad,Mass-Mailing,Yes
5115,LD5116,Deborah Payne,Female,Delhi,Amity University,1st,AI,Mass-Mailing,No
5116,LD5117,Mark Fleming,Female,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Autocad,Google Form,Yes
5117,LD5118,Kelly Cruz,Female,Pune,IIT,1st,Electric vehicle,Whatsapp,No
5118,LD5119,Katrina Tyler,Female,Bangalore,Gujarat Technological University,3rd,Autocad,Google Form,No
5119,LD5120,Cameron Owens,Female,Ahmedabad,Delhi Unversity,3rd,Autocad,LinkedIn,No
5120,LD5121,Christina Clark,Female,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Autocad,Mass-Mailing,Yes
5121,LD5122,Andrew Sullivan,Male,Surat,Manipal University,4th,Robotics,Instagram,No
5122,LD5123,Rebecca Farmer,Female,Mumbai,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Instagram,No
5123,LD5124,Morgan Owens,Female,Ahmedabad,Delhi Unversity,3rd,Machine Learning,LinkedIn,Yes
5124,LD5125,Kristina Martinez,Female,Surat,Gujarat Technological University,2nd,Machine Learning,Whatsapp,Yes
5125,LD5126,Sabrina Williams,Female,Bangalore,Jawaharlal Nehru Unversity,2nd,Data Science,LinkedIn,Yes
5126,LD5127,Kristen Hines,Female,Bangalore,Delhi Unversity,2nd,Autocad,College Collaboration,Yes
5127,LD5128,Joshua Stephens,Female,Surat,Mumbai University,2nd,AI,Whatsapp,Yes
5128,LD5129,Jack Hardy,Female,Surat,Manipal University,1st,AI,Google Form,No
5129,LD5130,Steven Schmidt,Female,Pune,Jawaharlal Nehru Unversity,4th,Electric vehicle,Instagram,Yes
5130,LD5131,Brittany Lewis,Male,Indore,Gujarat Technological University,1st,Electric vehicle,Instagram,Yes
5131,LD5132,Brian Rivera,Female,Mumbai,Jain University,3rd,Java,College Collaboration,No
5132,LD5133,Steven Morton,Female,Surat,Jawaharlal Nehru Unversity,2nd,Autocad,Instagram,No
5133,LD5134,Donna Hunt,Male,Indore,Mumbai University,1st,Machine Learning,Instagram,No
5134,LD5135,Edward Schultz,Male,Indore,Manipal University,2nd,Data Science,College Collaboration,No
5135,LD5136,Kimberly Sherman,Male,Bangalore,Mumbai University,2nd,Autocad,Google Form,No
5136,LD5137,Jeffery Ramirez,Female,Pune,Gujarat Technological University,4th,Machine Learning,LinkedIn,Yes
5137,LD5138,Chelsea Thomas,Male,Ahmedabad,Mumbai University,3rd,Java,Google Form,No
5138,LD5139,Kyle Moore,Female,Indore,IIT,2nd,Autocad,LinkedIn,No
5139,LD5140,Christopher Evans,Female,Delhi,Jawaharlal Nehru Unversity,3rd,AI,Google Form,Yes
5140,LD5141,Taylor Collins,Female,Indore,IIT,2nd,Data Science,Whatsapp,Yes
5141,LD5142,Timothy Thomas DVM,Male,Ahmedabad,Manipal University,1st,Java,Mass-Mailing,Yes
5142,LD5143,Jacqueline Willis,Male,Indore,Amity University,1st,Autocad,College Collaboration,Yes
5143,LD5144,Wayne Meyers,Female,Bangalore,Mumbai University,2nd,Robotics,Instagram,Yes
5144,LD5145,Ashley Santos,Male,Mumbai,Delhi Unversity,1st,Java,College Collaboration,Yes
5145,LD5146,Michael Cannon,Male,Surat,IIT,3rd,AI,LinkedIn,No
5146,LD5147,Vincent Steele,Female,Ahmedabad,Manipal University,3rd,Robotics,College Collaboration,No
5147,LD5148,Heather Manning,Male,Hyderabad,Manipal University,3rd,Data Science,LinkedIn,Yes
5148,LD5149,Keith Johnson,Female,Bangalore,Jain University,4th,Machine Learning,College Collaboration,No
5149,LD5150,Katherine Morrison,Female,Surat,IIT,3rd,AI,Whatsapp,Yes
5150,LD5151,Melvin Jennings,Female,Bangalore,IIT,3rd,Data Science,Mass-Mailing,No
5151,LD5152,Rachel Taylor,Female,Hyderabad,Delhi Unversity,2nd,AI,Google Form,No
5152,LD5153,Margaret Hicks,Male,Bangalore,Jain University,2nd,Electric vehicle,LinkedIn,Yes
5153,LD5154,Joshua Salinas,Female,Indore,Mumbai University,2nd,Java,Mass-Mailing,Yes
5154,LD5155,David Kane,Female,Surat,Manipal University,1st,Data Science,LinkedIn,Yes
5155,LD5156,Bryan Ellis,Female,Delhi,Manipal University,4th,Data Science,Instagram,Yes
5156,LD5157,Brittany Lopez,Male,Bangalore,Jawaharlal Nehru Unversity,4th,Robotics,Mass-Mailing,No
5157,LD5158,Sophia Ramirez,Male,Ahmedabad,IIT,2nd,Data Science,Instagram,No
5158,LD5159,Alyssa Harris,Female,Ahmedabad,Gujarat Technological University,3rd,Data Science,LinkedIn,Yes
5159,LD5160,Todd Carter,Male,Ahmedabad,Jain University,1st,Data Science,Whatsapp,No
5160,LD5161,Mr. Ryan David,Female,Surat,Amity University,2nd,Java,Mass-Mailing,No
5161,LD5162,Michael Ewing,Male,Bangalore,Jawaharlal Nehru Unversity,1st,Autocad,Whatsapp,Yes
5162,LD5163,Nicole Sweeney,Male,Mumbai,Gujarat Technological University,3rd,Electric vehicle,College Collaboration,No
5163,LD5164,Mrs. Julia Jones MD,Male,Surat,Amity University,2nd,Electric vehicle,Whatsapp,Yes
5164,LD5165,Aimee Jarvis,Male,Mumbai,IIT,4th,Machine Learning,Mass-Mailing,No
5165,LD5166,Lisa Mcdonald,Female,Pune,Amity University,4th,AI,Mass-Mailing,No
5166,LD5167,Dana Petersen,Male,Ahmedabad,IIT,1st,Data Science,Mass-Mailing,No
5167,LD5168,Steven Nielsen,Female,Pune,Manipal University,4th,Java,LinkedIn,Yes
5168,LD5169,Kevin Wright,Female,Hyderabad,Gujarat Technological University,4th,Robotics,College Collaboration,Yes
5169,LD5170,Sara Richardson,Male,Pune,Jawaharlal Nehru Unversity,4th,Machine Learning,College Collaboration,Yes
5170,LD5171,Kimberly Larson,Female,Delhi,Jawaharlal Nehru Unversity,4th,Java,Mass-Mailing,No
5171,LD5172,Caroline Day,Female,Mumbai,IIT,3rd,AI,Instagram,Yes
5172,LD5173,Amanda Andrews,Female,Pune,Manipal University,2nd,Machine Learning,Google Form,No
5173,LD5174,Ryan Garcia,Male,Delhi,Delhi Unversity,4th,Robotics,Instagram,No
5174,LD5175,Joshua Evans,Male,Delhi,Amity University,4th,AI,Google Form,Yes
5175,LD5176,George Phillips,Female,Hyderabad,Amity University,1st,Data Science,Mass-Mailing,No
5176,LD5177,Aaron Porter,Male,Mumbai,Mumbai University,1st,Machine Learning,Google Form,No
5177,LD5178,Clifford Carter,Female,Ahmedabad,Manipal University,1st,Java,College Collaboration,Yes
5178,LD5179,Miss Tricia Garrison,Female,Indore,Delhi Unversity,2nd,Autocad,LinkedIn,No
5179,LD5180,Brian Ho,Male,Hyderabad,Mumbai University,3rd,AI,Mass-Mailing,Yes
5180,LD5181,Olivia Wilson,Male,Mumbai,Mumbai University,4th,Robotics,Instagram,No
5181,LD5182,Derek Bell,Female,Pune,Amity University,4th,Machine Learning,College Collaboration,Yes
5182,LD5183,Donna Pearson,Female,Bangalore,Amity University,1st,Data Science,Instagram,Yes
5183,LD5184,Tonya Dodson DVM,Female,Delhi,Mumbai University,4th,AI,Google Form,Yes
5184,LD5185,Erica Glenn,Female,Pune,IIT,4th,Machine Learning,Google Form,Yes
5185,LD5186,Heather Roach,Male,Surat,Gujarat Technological University,2nd,Autocad,LinkedIn,No
5186,LD5187,Kristen Anderson,Female,Indore,Delhi Unversity,2nd,AI,Instagram,Yes
5187,LD5188,Debra Lopez,Male,Mumbai,IIT,1st,AI,Instagram,Yes
5188,LD5189,Cindy Bender,Male,Delhi,Amity University,3rd,Data Science,Mass-Mailing,No
5189,LD5190,Holly Weber,Female,Pune,Amity University,4th,Machine Learning,Mass-Mailing,No
5190,LD5191,Erin Shepherd,Female,Surat,Amity University,4th,Java,Mass-Mailing,Yes
5191,LD5192,Michael Stewart,Male,Pune,Amity University,1st,Data Science,Google Form,No
5192,LD5193,Tracy Smith,Male,Hyderabad,Gujarat Technological University,1st,Robotics,College Collaboration,Yes
5193,LD5194,Laura Jackson,Female,Ahmedabad,Gujarat Technological University,3rd,Electric vehicle,Google Form,Yes
5194,LD5195,Emily Yoder,Male,Pune,Delhi Unversity,2nd,Electric vehicle,LinkedIn,Yes
5195,LD5196,Mr. Anthony Haney MD,Male,Ahmedabad,Manipal University,2nd,AI,Mass-Mailing,No
5196,LD5197,James Phillips,Male,Mumbai,IIT,1st,Data Science,LinkedIn,Yes
5197,LD5198,Robert Decker,Female,Delhi,Jain University,1st,Autocad,Whatsapp,Yes
5198,LD5199,James Gates,Male,Delhi,Mumbai University,3rd,Java,Instagram,Yes
5199,LD5200,David Tyler,Male,Surat,Amity University,3rd,Data Science,Instagram,Yes
5200,LD5201,Kristina Hill,Male,Ahmedabad,Jain University,1st,Electric vehicle,Instagram,Yes
5201,LD5202,Samantha Moses,Female,Delhi,Gujarat Technological University,3rd,Electric vehicle,Mass-Mailing,Yes
5202,LD5203,Michael Bartlett,Male,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Autocad,Whatsapp,No
5203,LD5204,John Lawson,Male,Bangalore,Jawaharlal Nehru Unversity,1st,Java,Instagram,Yes
5204,LD5205,Joseph Rose,Male,Bangalore,Mumbai University,4th,Robotics,Mass-Mailing,Yes
5205,LD5206,Michael Giles,Female,Surat,Delhi Unversity,2nd,Robotics,Instagram,Yes
5206,LD5207,Steven Hubbard,Female,Bangalore,Jawaharlal Nehru Unversity,4th,AI,LinkedIn,Yes
5207,LD5208,Shelley Myers DDS,Female,Bangalore,Mumbai University,4th,Machine Learning,Google Form,Yes
5208,LD5209,Angela Richardson,Male,Hyderabad,Mumbai University,1st,Java,Instagram,Yes
5209,LD5210,John Edwards,Female,Ahmedabad,Gujarat Technological University,3rd,Machine Learning,Google Form,No
5210,LD5211,James Gordon,Male,Mumbai,Mumbai University,3rd,Robotics,LinkedIn,No
5211,LD5212,Susan Cummings,Male,Surat,Manipal University,3rd,Electric vehicle,Instagram,No
5212,LD5213,Dawn Martin,Female,Pune,Manipal University,1st,AI,LinkedIn,Yes
5213,LD5214,Donald Davis,Male,Surat,Jain University,3rd,Data Science,Mass-Mailing,No
5214,LD5215,Ashley Solomon,Female,Pune,Manipal University,3rd,Electric vehicle,Mass-Mailing,Yes
5215,LD5216,Sydney Cooper,Male,Delhi,IIT,2nd,Machine Learning,College Collaboration,No
5216,LD5217,Catherine Harper,Female,Surat,Jain University,1st,Electric vehicle,College Collaboration,No
5217,LD5218,William Reyes DVM,Male,Ahmedabad,Jain University,4th,Machine Learning,LinkedIn,Yes
5218,LD5219,Zachary Gill,Male,Pune,Jain University,4th,Electric vehicle,Google Form,Yes
5219,LD5220,Becky Franklin,Female,Delhi,Delhi Unversity,2nd,Autocad,College Collaboration,No
5220,LD5221,Dr. William Mathews MD,Female,Hyderabad,Jain University,4th,Electric vehicle,Mass-Mailing,No
5221,LD5222,Leah Smith,Male,Ahmedabad,Jawaharlal Nehru Unversity,3rd,Java,Google Form,Yes
5222,LD5223,Daniel Bolton,Male,Delhi,Jawaharlal Nehru Unversity,2nd,Electric vehicle,College Collaboration,Yes
5223,LD5224,Reginald Atkins,Female,Pune,Delhi Unversity,2nd,Electric vehicle,Whatsapp,No
5224,LD5225,Darrell Williamson,Male,Bangalore,IIT,2nd,Data Science,LinkedIn,No
5225,LD5226,Ernest Watson,Male,Ahmedabad,Delhi Unversity,1st,Electric vehicle,Whatsapp,Yes
5226,LD5227,John Castillo,Male,Ahmedabad,Mumbai University,2nd,Data Science,College Collaboration,No
5227,LD5228,Miranda Williams,Male,Delhi,Jain University,1st,Robotics,Mass-Mailing,Yes
5228,LD5229,Alyssa Cole,Male,Indore,Manipal University,4th,Machine Learning,Mass-Mailing,No
5229,LD5230,Kathryn Patel,Male,Hyderabad,Manipal University,4th,Autocad,Google Form,Yes
5230,LD5231,Todd Kline,Male,Ahmedabad,Amity University,3rd,Robotics,Instagram,No
5231,LD5232,Brittany Wilson,Female,Delhi,Amity University,2nd,Java,Mass-Mailing,No
5232,LD5233,Sharon Donaldson,Female,Bangalore,Amity University,2nd,Machine Learning,College Collaboration,Yes
5233,LD5234,Nicole Harris,Female,Mumbai,Amity University,1st,Data Science,Mass-Mailing,Yes
5234,LD5235,Katie Jacobs,Male,Delhi,Jawaharlal Nehru Unversity,4th,Electric vehicle,LinkedIn,Yes
5235,LD5236,Brad Alexander,Male,Hyderabad,Delhi Unversity,2nd,Java,Whatsapp,Yes
5236,LD5237,Anthony Massey,Male,Bangalore,Manipal University,1st,Electric vehicle,Google Form,No
5237,LD5238,Kimberly Pena,Male,Mumbai,Mumbai University,3rd,Java,Instagram,No
5238,LD5239,Megan Mcconnell,Female,Indore,Amity University,3rd,Data Science,Mass-Mailing,Yes
5239,LD5240,James Dixon,Male,Ahmedabad,Mumbai University,2nd,Data Science,Instagram,No
5240,LD5241,Sean Davis DDS,Female,Surat,Mumbai University,1st,Machine Learning,Instagram,Yes
5241,LD5242,Julia Fowler,Male,Indore,Delhi Unversity,3rd,Electric vehicle,Instagram,Yes
5242,LD5243,Rhonda Wright,Male,Delhi,Amity University,3rd,Data Science,Instagram,No
5243,LD5244,Jerry Khan,Male,Delhi,IIT,2nd,Robotics,LinkedIn,Yes
5244,LD5245,Robert Pearson,Female,Delhi,Amity University,2nd,AI,Whatsapp,Yes
5245,LD5246,Brandon Kelly,Male,Indore,IIT,4th,Autocad,Google Form,No
5246,LD5247,Matthew Miles,Male,Hyderabad,Mumbai University,4th,Electric vehicle,College Collaboration,Yes
5247,LD5248,Lisa Fernandez,Male,Pune,Jain University,4th,AI,Google Form,Yes
5248,LD5249,Jillian Griffin,Male,Indore,Amity University,2nd,Data Science,Whatsapp,Yes
5249,LD5250,Amanda Prince,Male,Pune,Amity University,1st,Machine Learning,Google Form,Yes
5250,LD5251,Raymond Hall,Female,Mumbai,Delhi Unversity,3rd,Autocad,Whatsapp,No
5251,LD5252,Robert Morris,Male,Pune,Jain University,3rd,AI,Mass-Mailing,No
5252,LD5253,Joe Snow,Female,Ahmedabad,Amity University,1st,AI,Instagram,Yes
5253,LD5254,Eduardo Hunt,Male,Mumbai,Manipal University,2nd,Autocad,Whatsapp,No
5254,LD5255,Emily Reed,Male,Bangalore,Jawaharlal Nehru Unversity,2nd,Electric vehicle,Whatsapp,Yes
5255,LD5256,Angel Riley,Female,Hyderabad,Delhi Unversity,4th,AI,Instagram,Yes
5256,LD5257,Raymond Gordon,Female,Delhi,Jawaharlal Nehru Unversity,1st,Robotics,Instagram,No
5257,LD5258,Christine George,Male,Delhi,Gujarat Technological University,3rd,Machine Learning,LinkedIn,Yes
5258,LD5259,Dr. Nichole Allen,Female,Indore,Gujarat Technological University,4th,Machine Learning,Whatsapp,Yes
5259,LD5260,Ricky Reid,Male,Bangalore,Jain University,2nd,Java,College Collaboration,No
5260,LD5261,Dana Brown,Female,Indore,Jain University,3rd,AI,Instagram,No
5261,LD5262,Jesse Matthews,Male,Surat,Delhi Unversity,1st,Machine Learning,College Collaboration,No
5262,LD5263,Charles Lam,Male,Indore,IIT,4th,Machine Learning,Whatsapp,No
5263,LD5264,Allison Clark,Female,Indore,Mumbai University,4th,Electric vehicle,Whatsapp,No
5264,LD5265,Philip Smith,Female,Pune,Jain University,4th,AI,College Collaboration,Yes
5265,LD5266,Stephen Jones,Female,Ahmedabad,Jain University,2nd,Java,Google Form,No
5266,LD5267,Michelle Torres,Male,Pune,IIT,2nd,Robotics,Google Form,No
5267,LD5268,Jessica Sexton,Male,Ahmedabad,Delhi Unversity,1st,AI,Google Form,Yes
5268,LD5269,Jacob Horton,Male,Indore,Manipal University,1st,Data Science,LinkedIn,No
5269,LD5270,Jacqueline Wilson,Male,Hyderabad,Gujarat Technological University,1st,Machine Learning,Instagram,Yes
5270,LD5271,Debbie Griffith,Female,Ahmedabad,IIT,3rd,Data Science,Mass-Mailing,No
5271,LD5272,Amanda Long,Male,Surat,Manipal University,1st,Java,College Collaboration,No
5272,LD5273,Jeremy Hughes,Male,Pune,Mumbai University,1st,Data Science,LinkedIn,Yes
5273,LD5274,Dillon Bailey,Male,Bangalore,IIT,3rd,Autocad,College Collaboration,No
5274,LD5275,Christopher Townsend,Male,Surat,Amity University,3rd,AI,Whatsapp,Yes
5275,LD5276,Ryan Jordan,Male,Delhi,Amity University,2nd,Java,Mass-Mailing,No
5276,LD5277,Dylan Sanchez,Male,Mumbai,IIT,2nd,Data Science,Mass-Mailing,Yes
5277,LD5278,Hunter Larson,Male,Hyderabad,Jain University,2nd,Machine Learning,Mass-Mailing,No
5278,LD5279,Patty Gonzalez,Female,Hyderabad,Jawaharlal Nehru Unversity,4th,AI,Whatsapp,No
5279,LD5280,Stephanie Washington,Female,Hyderabad,Amity University,4th,Robotics,Whatsapp,No
5280,LD5281,Cole Murray,Female,Hyderabad,Amity University,2nd,Electric vehicle,LinkedIn,No
5281,LD5282,James Gonzalez,Male,Delhi,Amity University,4th,Data Science,College Collaboration,Yes
5282,LD5283,Richard Villanueva,Male,Mumbai,Jawaharlal Nehru Unversity,3rd,Autocad,Whatsapp,Yes
5283,LD5284,Ian Robinson,Male,Mumbai,Jain University,1st,Java,Instagram,No
5284,LD5285,Jennifer Carson,Female,Bangalore,Manipal University,2nd,Robotics,Instagram,No
5285,LD5286,David Miller MD,Female,Ahmedabad,IIT,4th,Electric vehicle,Mass-Mailing,No
5286,LD5287,Susan Ryan,Male,Indore,IIT,4th,Data Science,College Collaboration,No
5287,LD5288,Thomas Parker,Female,Bangalore,Manipal University,1st,Autocad,Whatsapp,No
5288,LD5289,Jeffrey Maldonado,Male,Indore,Manipal University,4th,Java,LinkedIn,Yes
5289,LD5290,Sarah Nelson,Male,Indore,Amity University,2nd,Electric vehicle,Mass-Mailing,No
5290,LD5291,Scott Moore,Female,Hyderabad,Gujarat Technological University,3rd,Robotics,Whatsapp,Yes
5291,LD5292,Julian Perez,Female,Mumbai,IIT,2nd,Data Science,Whatsapp,Yes
5292,LD5293,Martha Lopez,Female,Pune,Manipal University,1st,Java,LinkedIn,Yes
5293,LD5294,Timothy Rivers,Male,Indore,Mumbai University,1st,Robotics,LinkedIn,Yes
5294,LD5295,David Owens,Female,Bangalore,Mumbai University,1st,AI,LinkedIn,No
5295,LD5296,Bobby Martin,Male,Ahmedabad,Mumbai University,4th,Data Science,Whatsapp,Yes
5296,LD5297,Travis Adams,Male,Pune,Delhi Unversity,3rd,Robotics,College Collaboration,No
5297,LD5298,Ashley Gill,Male,Surat,Amity University,3rd,Autocad,College Collaboration,No
5298,LD5299,John Montgomery,Male,Surat,IIT,3rd,Robotics,Mass-Mailing,No
5299,LD5300,Thomas Green,Male,Pune,IIT,3rd,Java,Google Form,No
5300,LD5301,Kim Davis,Female,Hyderabad,Jawaharlal Nehru Unversity,4th,Data Science,Whatsapp,No
5301,LD5302,Kayla Taylor,Female,Indore,Jain University,1st,Robotics,LinkedIn,Yes
5302,LD5303,Terry Hernandez,Female,Mumbai,Jain University,2nd,Autocad,Mass-Mailing,No
5303,LD5304,Rebecca Oneal,Male,Ahmedabad,Manipal University,1st,Java,College Collaboration,No
5304,LD5305,Angela Faulkner,Male,Delhi,Mumbai University,3rd,Electric vehicle,LinkedIn,No
5305,LD5306,Brian Harper,Female,Bangalore,Amity University,1st,Robotics,Whatsapp,Yes
5306,LD5307,Courtney Garcia,Male,Indore,Delhi Unversity,1st,Machine Learning,Mass-Mailing,No
5307,LD5308,Nichole Luna,Female,Hyderabad,Jawaharlal Nehru Unversity,3rd,Machine Learning,Google Form,Yes
5308,LD5309,Olivia Lopez DVM,Male,Hyderabad,Gujarat Technological University,4th,Java,Instagram,Yes
5309,LD5310,Jeffrey Underwood,Female,Delhi,Delhi Unversity,4th,Java,College Collaboration,No
5310,LD5311,Kathy Bowen,Female,Mumbai,Jawaharlal Nehru Unversity,1st,AI,Whatsapp,No
5311,LD5312,Jonathan Cole,Female,Mumbai,Gujarat Technological University,2nd,Robotics,Google Form,Yes
5312,LD5313,Brian Summers,Female,Mumbai,Gujarat Technological University,3rd,Data Science,Google Form,No
5313,LD5314,Stacy Miranda,Female,Surat,Manipal University,4th,Machine Learning,Google Form,Yes
5314,LD5315,Madeline Price,Female,Pune,IIT,2nd,Electric vehicle,Google Form,Yes
5315,LD5316,Catherine Hawkins,Male,Pune,Gujarat Technological University,2nd,Autocad,Google Form,No
5316,LD5317,Frank Heath,Female,Pune,IIT,3rd,Autocad,College Collaboration,Yes
5317,LD5318,Michele Price DDS,Male,Ahmedabad,Mumbai University,3rd,Data Science,College Collaboration,Yes
5318,LD5319,John Washington,Female,Ahmedabad,Jain University,3rd,Java,Whatsapp,No
5319,LD5320,David Yang,Male,Pune,Delhi Unversity,1st,Java,LinkedIn,No
5320,LD5321,Rick Miller,Male,Indore,Jawaharlal Nehru Unversity,4th,Autocad,Mass-Mailing,Yes
5321,LD5322,Alexander Stone,Male,Delhi,Jain University,3rd,Autocad,Whatsapp,No
5322,LD5323,Megan Weber,Male,Pune,Jawaharlal Nehru Unversity,1st,AI,College Collaboration,No
5323,LD5324,Glenn Smith,Male,Surat,Amity University,3rd,Autocad,Google Form,Yes
5324,LD5325,Collin Camacho,Female,Mumbai,Jain University,1st,Data Science,Whatsapp,No
5325,LD5326,Dakota Little,Female,Hyderabad,Manipal University,2nd,Data Science,Mass-Mailing,No
5326,LD5327,Lori Kaufman,Male,Mumbai,Jawaharlal Nehru Unversity,3rd,Electric vehicle,LinkedIn,Yes
5327,LD5328,Raymond Wagner,Male,Hyderabad,Gujarat Technological University,1st,Electric vehicle,College Collaboration,Yes
5328,LD5329,Regina Martin,Female,Indore,Delhi Unversity,1st,Java,Whatsapp,Yes
5329,LD5330,Lance Pierce,Male,Hyderabad,IIT,1st,Machine Learning,College Collaboration,Yes
5330,LD5331,Nicole Munoz,Male,Mumbai,Jain University,4th,Java,Mass-Mailing,No
5331,LD5332,Kathryn Guerrero,Male,Mumbai,Jawaharlal Nehru Unversity,1st,Electric vehicle,College Collaboration,Yes
5332,LD5333,Monica Morgan,Female,Ahmedabad,Mumbai University,4th,Machine Learning,Instagram,No
5333,LD5334,Sharon Bright,Female,Delhi,IIT,2nd,Robotics,Whatsapp,Yes
5334,LD5335,Cindy Brown,Female,Surat,Gujarat Technological University,2nd,Java,Instagram,Yes
5335,LD5336,Hannah Foster,Male,Mumbai,Delhi Unversity,2nd,Autocad,LinkedIn,Yes
5336,LD5337,Laura Terrell,Female,Hyderabad,Gujarat Technological University,3rd,Data Science,Mass-Mailing,No
5337,LD5338,Tracy Bryant,Male,Hyderabad,Jawaharlal Nehru Unversity,3rd,AI,Whatsapp,No
5338,LD5339,Matthew Torres,Female,Indore,Manipal University,1st,AI,Mass-Mailing,Yes
5339,LD5340,James Green,Male,Hyderabad,Mumbai University,1st,Machine Learning,Instagram,Yes
5340,LD5341,Christopher Gonzalez,Male,Hyderabad,Amity University,1st,Data Science,College Collaboration,Yes
5341,LD5342,Erin Ramos,Male,Surat,Delhi Unversity,2nd,Data Science,Google Form,No
5342,LD5343,Stephen Heath,Female,Surat,Manipal University,4th,Machine Learning,LinkedIn,No
5343,LD5344,Danny Adams,Male,Indore,Jawaharlal Nehru Unversity,1st,Machine Learning,College Collaboration,Yes
5344,LD5345,Timothy Bray,Male,Pune,Jawaharlal Nehru Unversity,4th,Machine Learning,Mass-Mailing,No
5345,LD5346,Lori Williams,Female,Indore,Gujarat Technological University,4th,Machine Learning,LinkedIn,Yes
5346,LD5347,Misty Day,Female,Surat,Gujarat Technological University,1st,Machine Learning,Whatsapp,No
5347,LD5348,Zachary Mendoza,Male,Pune,Manipal University,3rd,AI,LinkedIn,No
5348,LD5349,Timothy Ortiz,Male,Delhi,Manipal University,3rd,Robotics,Mass-Mailing,Yes
5349,LD5350,Connie Kelly,Male,Bangalore,IIT,1st,Machine Learning,Whatsapp,No
5350,LD5351,Steven Brown,Male,Mumbai,Gujarat Technological University,2nd,Java,Whatsapp,Yes
5351,LD5352,Kendra Palmer,Male,Surat,Manipal University,1st,Data Science,College Collaboration,No
5352,LD5353,Joel Barker,Male,Mumbai,Manipal University,1st,Java,College Collaboration,Yes
5353,LD5354,Priscilla Moreno,Female,Ahmedabad,Delhi Unversity,3rd,Autocad,College Collaboration,No
5354,LD5355,Virginia Barton,Female,Ahmedabad,Jain University,1st,AI,LinkedIn,Yes
5355,LD5356,Stefanie Warren,Female,Surat,Gujarat Technological University,3rd,Robotics,Instagram,Yes
5356,LD5357,Yvonne White,Male,Pune,Jain University,2nd,AI,Mass-Mailing,Yes
5357,LD5358,Shannon Ramirez,Male,Ahmedabad,Jawaharlal Nehru Unversity,4th,AI,Instagram,Yes
5358,LD5359,Douglas Wilson,Female,Mumbai,Delhi Unversity,1st,Machine Learning,Whatsapp,No
5359,LD5360,William Flores,Male,Hyderabad,Manipal University,3rd,Java,Google Form,No
5360,LD5361,Shannon Taylor,Male,Hyderabad,Jawaharlal Nehru Unversity,3rd,Electric vehicle,Google Form,No
5361,LD5362,Bradley Abbott II,Male,Mumbai,Jawaharlal Nehru Unversity,1st,Robotics,Google Form,Yes
5362,LD5363,Michael Carlson,Female,Bangalore,Delhi Unversity,4th,Java,College Collaboration,No
5363,LD5364,Steven Johnson,Male,Hyderabad,IIT,3rd,AI,College Collaboration,Yes
5364,LD5365,Kevin Weber,Female,Delhi,IIT,3rd,Machine Learning,College Collaboration,No
5365,LD5366,Billy Walker,Male,Ahmedabad,Gujarat Technological University,4th,Machine Learning,Mass-Mailing,Yes
5366,LD5367,Deborah Thomas,Female,Bangalore,Mumbai University,4th,Electric vehicle,LinkedIn,No
5367,LD5368,David Williams,Male,Hyderabad,Jain University,4th,Data Science,Mass-Mailing,Yes
5368,LD5369,Judy Garcia,Male,Delhi,Delhi Unversity,1st,Java,Whatsapp,Yes
5369,LD5370,Dana Sullivan,Male,Mumbai,Manipal University,3rd,Electric vehicle,Instagram,No
5370,LD5371,Walter Anderson,Female,Indore,Jawaharlal Nehru Unversity,1st,AI,Whatsapp,No
5371,LD5372,Rebecca Maxwell,Male,Pune,Manipal University,2nd,AI,College Collaboration,No
5372,LD5373,Karen Munoz,Male,Indore,Manipal University,3rd,AI,Google Form,Yes
5373,LD5374,Christopher Nielsen,Male,Delhi,Amity University,1st,Electric vehicle,College Collaboration,Yes
5374,LD5375,Karen Calderon,Female,Bangalore,IIT,2nd,Machine Learning,Google Form,Yes
5375,LD5376,Terry Fitzgerald,Female,Mumbai,Amity University,3rd,AI,Google Form,Yes
5376,LD5377,Shannon Yates,Male,Pune,Jawaharlal Nehru Unversity,1st,Electric vehicle,Google Form,No
5377,LD5378,Joseph Coleman,Male,Bangalore,Jain University,1st,AI,College Collaboration,Yes
5378,LD5379,Manuel Adams,Male,Hyderabad,IIT,1st,AI,College Collaboration,No
5379,LD5380,Jacob Russell,Female,Mumbai,Manipal University,1st,Autocad,Mass-Mailing,Yes
5380,LD5381,Mrs. Gina Smith,Male,Bangalore,Jawaharlal Nehru Unversity,4th,Machine Learning,Whatsapp,Yes
5381,LD5382,Joshua French,Female,Surat,Gujarat Technological University,3rd,AI,College Collaboration,No
5382,LD5383,Terri Huffman,Female,Surat,Delhi Unversity,4th,Java,Instagram,No
5383,LD5384,Susan Leonard,Female,Hyderabad,Jawaharlal Nehru Unversity,2nd,Data Science,Google Form,Yes
5384,LD5385,John Hodge,Female,Pune,Mumbai University,3rd,Robotics,Google Form,No
